title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Nightcap;2016;TV-PG;2 Seasons;['Comedy', 'Sitcom'];February 2, 2018;5.3/10;"Late-night talk shows often have celebrities stop by to promote their latest project, but sometimes some of the most absurd stuff happens behind the scenes of the shows. ""Nightcap"" offers an exaggerated look at the off-camera antics through the staff of late-night program ""Nightcap With Jimmy."" It is the responsibility of head talent booker Staci to take charge of not only the celebrity guests but also the show's dysfunctional staff to make sure the performance goes off without a hitch. The roster of stars who appear as themselves on the sitcom include Gwyneth Paltrow, Kelly Ripa, Whoopi Goldberg, Michael J. Fox and Mariska Hargitay. According to creator and star Ali Wentworth, who is likely biased in her assessment, ""the series is hilarious and Ali Wentworth is phenomenal."""
One Tree Hill;2003;TV-14;9 Seasons;['Drama', 'Teen'];February 1, 2018;7.6/10;In a small North Carolina town, two estranged half brothers carry on very different lives. Basketball prodigy Nathan Scott has inherited the throne of high school popularity once held by his father, Dan, while Lucas Scott, also a talented player, stays an outsider. Spending nights shooting hoops on a riverfront court, Lucas remains the son Dan never acknowledged. Now, Lucas' and Nathan's paths intersect for the first time.
Wasteland;2017;TV-MA;1 Season;['Crime', 'Drama', 'International'];February 1, 2018;;Set in a small Czech village, this series follows a local mayor whose daughter disappears amid a battle with a powerful coal company.
ABC News Specials;2006;TV-14;1 Season;['Documentaries', 'News'];January 31, 2018;;ABC News delivers breaking news from around the globe and the nation, exclusive interviews with world leaders, celebrities, and the infamous characters that define our life and times.
Uncle Grandpa;2015;TV-PG;5 Seasons;['Adventure', 'Cartoons', 'Comedy'];January 30, 2018;4.2/10;Uncle Grandpa is a show about Uncle Grandpa, everyone in the world's magical uncle and grandpa, who travels around the world in an RV with his right-hand man, Belly Bag, a giant realistic flying tiger named Giant Realistic Flying Tiger, an egotistical slice of pizza, Pizza Steve and a dinosaur person named Mr. Gus. Uncle Grandpa's mission is to help people out when they need it even if they never had a problem in the first place.
Dollhouse;2009;TV-14;2 Seasons;['Action', 'Adventure', 'Drama'];January 19, 2018;7.6/10;"Joss Whedon, creator of groundbreaking cult favorites ""Buffy the Vampire Slayer"" and ""Firefly,"" returns to television and reunites with fellow ""Buffy"" alumna Eliza Dushku for a thrilling new drama, Dollhouse. Echo (Dushku) is an ""Active,"" a member of a highly illegal and underground group who have had their personalities wiped clean so they can be imprinted with any number of new personas. Confined to a secret facility known as the ""Dollhouse,"" Echo and the other Actives, including Sierra and Victor, carry out engagements assigned by Adelle, one of the Dollhouse leaders. The engagements cater to the wealthy, powerful and connected, and require the Actives to immerse themselves in all manner of scenarios - romantic, criminal, uplifting, dangerous, comical and the occasional ""pro bono"" good deed. After each scenario, Echo, always under the watchful eye of her handler Boyd, returns to the mysterious Dollhouse where her thoughts, feelings and experiences are erased by Topher, the Dollhouse's genius programmer."
The Glades;2010;TV-14;4 Seasons;['Crime', 'Drama'];January 19, 2018;7.3/10;A&E's dramatic series The Glades follows Jim Longworth, an attractive, brilliant, yet hard to get along with homicide detective from Chicago. Longworth relocates to the sleepy, middle of nowhere town of Palm Glade, Florida, where the sunshine and golf are plentiful and crime is seemingly at a minimum. Only this town outside the Florida Everglades isn’t quite as idyllic as he thought, as he finds people keep turning up murdered. Each case pulls Longworth off the golf course and reluctantly into his element as one of the sharpest homicide detectives to wear a badge. Between practicing his short game and trying to solve countless homicide cases, Longworth’s transition to his new surroundings is a bit more difficult than expected. He’s realizing the skies in this new town are always sunny . . . with a chance of homicide.
ER;1994;TV-14;15 Seasons;['Drama'];January 14, 2018;7.9/10;Set in Chicago, this medical drama deals with the personal and professional crises of the doctors in the emergency room at County General Hospital. From the exciting to the mundane, a day in the frantic hospital serves up many interesting dilemmas as well as heartrending choices for everyone on staff.
Breakout Kings;2011;TV-14;2 Seasons;['Crime', 'Drama'];January 12, 2018;7.1/10;"“Breakout Kings” follows U.S. Marshals Charlie Duchamp (Laz Alonso) and Ray Zancanelli (Domenick Lombardozzi) as they form a special task force composed of the three most elusive convicts Ray ever captured: Lloyd Lowery (Jimmi Simpson), a former child prodigy and behaviorist/psychiatric expert whoexcels in psychoanalysis; Shea Daniels (Malcolm Goodwin), an ex-gangbanger who knows how to work the system, both in prison and on the street; and Erica Reed (Serinda Swan), a sexy expert tracker who learned her trade from her bounty hunter father. Charlie and Ray also employ the services of Julianne Simms (Brooke Nevin), a civilian who acts as the “funnel” for the group, all information, tips and data go through her."
Lie to Me;2009;TV-14;3 Seasons;['Crime', 'Drama'];January 12, 2018;8.0/10;"When you scratch your chin, wring your hands, wrinkle your nose or swallow too much, Dr. Cal Lightman (Roth) knows you’re lying. He doesn’t just think so – he knows so. As the foremost deception expert in the country, Dr. Lightman can uncover the deepest secrets and crack the hardest cases. More accurate than any polygraph, he knows whether those in front of him – be they family, friends, criminals or complete strangers – are honest or not. Dr. Lightman heads up The Lightman Group, a private agency contracted by the FBI, local police, law firms, corporations and private individuals when they hit roadblocks in their searches for the truth. Joining him at the agency are a variety of experts in the field of behavioral evaluation: Dr. Gillian Foster (Williams) is a gifted psychologist and Lightman’s professional partner, a woman whose guidance he needs whether he knows it or not; Will Loker (Brendan Hines) is Lightman’s lead researcher who practices “radical honesty” at all times; and Ria Torres (Monica Raymund) is the newest member of the team, selected for her innate ability to read body language and catch certain clues that her colleagues may miss."
Saving Grace (2007);2007;TV-MA;3 Seasons;['Crime', 'Drama'];January 12, 2018;7.7/10;Drama series focusing on Grace Hanadarko, an Oklahoma City police detective who has spiraled along a path of self-destruction. Distraught, Grace asks for help and it arrives in the form of an angel named Earl. Earl offers to help Grace get back on track in her life. As far as she has strayed off path, it won’t be easy for Grace to turn her life around. Each episode revolves around a specific case that the detectives are trying to solve, while delving deeper into the characters’ personal lives.
Living Single;1993;TV-14;5 Seasons;['Black Stories', 'Classics', 'Comedy'];January 11, 2018;7.4/10;Khadijah James (Queen Latifah) has it all – a great job running her own trendy magazine and part ownership of a fancy brownstone. Sharing the ownership of their home is her endearingly naïve cousin Synclaire (Kim Coles) who's also Khadijah's assistant at the magazine. Their third roommate is a sarcastic, selfish fortune hunter Regine (Kim Fields). And even though she doesn't live in the brownstone, Khadijah's best friend, Maxine (Erika Alexander) – a tough, aggressive divorce attorney always searching for Mr. Right – spends more time here than she does in her own home. With love, laughter and a little bit of luck, four women in New York City on the threshold of the rest of their lives hilariously celebrate Living Single.
Gordon Ramsay's The F Word;2005;TV-MA;5 Seasons;['Cooking & Food', 'International', 'Lifestyle & Culture'];January 5, 2018;6.8/10;Gordon Ramsay's weekly food magazine show. A big, bold and fast-paced celebration of good food and good cooking, fueled by the irrepressible energy and passion of its dynamic host.
Nashville;2012;TV-MA;6 Seasons;['Drama', 'Music'];January 5, 2018;7.8/10;A legendary queen of country music struggles to maintain her place in the spotlight while dealing with an ambitious rising pop-country vixen who wants to knock her off the throne. From executive producer Callie Khouri (writer of Thelma & Louise) comes this contemporary musical drama about love, power, money, family and music.
Truth and Lies: Waco;2018;TV-PG;1 Season;['Crime', 'Documentaries'];January 5, 2018;6.2/10;Inside the 51-day standoff between federal agents and members of an apocalyptic religious sect.
Animaniacs;1993;TV-Y;5 Seasons;['Comedy', 'Kids'];January 4, 2018;8.0/10;"Blending wit, slapstick and pop culture references, the variety show ""Animaniacs"" features a large cast of characters, whose predominant personalities are the Warner brothers, Yakko and Wakko, and their sister, Dot – three inseparable siblings – who have a great time creating havoc and mayhem in the lives of everyone they meet. The series, which originally ran from 1993 thru 1998, also features a number of comedic educational segments, often in musical form."
Animaniacs: Wakko’s Wish;1999;80 min;Genres:;['Action', 'Adventure', 'Kids'];January 4, 2018; ;Wakko picks the only magical falling star capable of granting his wish, but the entire Animaniac clan must battle its way across a vast snowy country and outrace the evil King Salazar to reach the star and get his wish.
Lost;2004;TV-14;6 Seasons;['Action', 'Adventure', 'Drama'];January 4, 2018;8.3/10;ABC's LOST explores the destiny of the passengers of Oceanic Flight 815 who crashed on an island. The survivors not only have to rely on each other, but also cope with the secrets the mysterious island holds. Some become friends, others enemies and some stories remain to be told. There's much more than meets the eye, as it becomes apparent that everyone is somehow connected and that everyone has a purpose.
Pinky & The Brain;1995;TV-Y7;3 Seasons;['Action', 'Adventure', 'Comedy'];January 4, 2018;7.9/10;From the Peabody Award-winning series Steven Spielberg Presents Animaniacs come two hilariously popular laboratory mice now starring in their own animated comedy spin-off – PINKY AND THE BRAIN – as they take on the modern world in an intelligently silly way with their plans for global domination.
Pinky, Elmyra & The Brain;1998;TV-Y7;1 Season;['Adventure', 'Kids'];January 4, 2018;5.5/10;The popular animated characters Pinky and The Brain continue to concoct schemes to rule the world while hiding out in the suburbs where they live with Elmyra, a hyperactive tot of Tiny Toon Adventures fame.
Steven Spielberg Presents: Tiny Toon Adventures;1990;TV-G;3 Seasons;['Comedy', 'Kids'];January 4, 2018;7.4/10;"From executive producer Steven Spielberg, it's a new generation of toonsters searching for fun, adventure and mischief. Join Buster, Babs, Elmyra, Plucky and more of your favorites for their ""Looney Tunes"" studies class at Acme Acres Looniversity – featuring original stories, parodies and modern remakes of classic Warner Bros. shorts."
Tiny Toon Adventures: How I Spent My Vacation;1992;80 min;Genres:;['Kids'];January 4, 2018; ;School's out for summer, and hilarious times are ahead for the wild and wacky bunch in their anxiously awaited vacations. But who will create the most havoc? The only way to see who causes the most madness and mayhem is to watch!
Tiny Toon Adventures: Night Ghoulery;1995;TV-G;44 min;['Action', 'Adventure', 'Kids'];January 4, 2018;7.2/10;"A framework that's more than slightly similar to Rod Serling's ""Night Gallery"" and several other tales of horror and hilarity with a typical Tiny Toons twist."
Tiny Toons Spring Break Special;1994;TV-G;46 min;['Kids'];January 4, 2018;7.3/10;Sun, sand and a wacky time are had by all when the Tiny Toons gang travels to Ft. Lauderdale, Florida, for a Tiny Toons' Spring Break. Elmyra believes that Buster is the Easter Bunny, Plucky's plans go awry, and the Tiny Toons meet Hamton's grandparents.
Cold Case Files;2009;TV-14;1 Season;['Crime', 'Documentaries'];January 1, 2018;7.8/10;The series examines each piece of forensic evidence, each witness, each possible lead, and each turn in the road that ultimately leads detectives to their killer. Cold Case Files is a pioneer in the nonfiction forensics genre.
Ghost Adventures;2010;TV-PG;5 Seasons;['Family', 'Horror', 'Reality'];January 1, 2018;7.4/10;The Ghost Adventures team investigates the most notorious haunted places around the world. Can you handle the lockdown?
Skinheads USA: Soldiers of the Race War;1993;;Genres:;['Documentaries', 'News'];January 1, 2018;;This inside look at a neo-Nazi skinhead group shows the methods and mentality of the racist White Power movement in America.
The Dick Van Dyke Show;1961;TV-G;5 Seasons;['Classics', 'Comedy', 'Family'];December 31, 2017;8.5/10;The Dick Van Dyke Show is an American sitcom about a TV writer doing his best to juggle the responsibilities of life, both at work and at home, which initially aired on CBS from October 3, 1961 to June 1, 1966. The show was created by Carl Reiner and starred Dick Van Dyke and Mary Tyler Moore. Totalling 158 episodes and five seasons, the show was also produced by Reiner, who wrote many episodes and played the part of Alan Brady. Reiner based the main character of Rob Petrie on himself and the Alan Brady character on his former boss Sid Caesar. Many of the show's plots were inspired by Reiner's experiences as a writer for Your Show of Shows (which starred Caesar). Dick Van Dyke won three Emmy's for his portrayal of Rob Petrie and Mary Tyler Moore (who would alter go on to star in her own self-titled Emmy-winning series) won two Emmy's playing Dick's irascible, Capri pants-wearing wife, Laura. The series was a launching pad for a slew of legendary comedians and artists, from director Garry Marshall and actress Rose Marie to comedians Jerry Farr and Don Rickles. Storylines deal with Rob Petrie and his two coworkers, Buddy and Sally, who write material for a television variety show. Mel Cooley, a balding straight man is the show's producer and the brother-in-law of Alan Brady, the show's seldom-seen star. Other stories focus on the home life of Rob and Laura, who live in suburban New Rochelle, New York. Frequently seen is their young son, Ritchie, as well as their neighbors, Jerry and Millie Helper.
Gordon Ramsay's Ultimate Home Cooking;2013;TV-PG;1 Season;['Cooking & Food', 'Lifestyle & Culture'];December 30, 2017;;Gordon Ramsay is one of the world’s most celebrated chefs, with two distinct sides to his cooking. In his restaurants he’s known for serving stunningly intricate dishes, whilst at home his food is just as delicious but simpler, faster and easier to make. Now in this practical home cookery series he’s going to teach us how to cook amazing food every day, for breakfast, lunch and dinner.
Clarence;2014;TV-PG;3 Seasons;['Comedy', 'Kids'];December 23, 2017;6.6/10;Clarence finds something amazing in just about everything. Discover the best that life has to offer – epic pinecone wars, backyard tree forts and the secret worlds beyond milk cartons – all through the eyes of Clarence and his friends, the unpredictable Sumo and overly-cautious Jeff.
Kitchen Nightmares;2007;TV-14;6 Seasons;['Cooking & Food', 'Lifestyle & Culture', 'Reality'];December 21, 2017;7.6/10;An unscripted series in which Gordon Ramsay attempts to turn deserted restaurants into the most sought-after venues in town.
Bunheads;2012;TV-14;1 Season;['Drama', 'Family'];December 14, 2017;7.5/10;Bunheads is the tale of a Las Vegas showgirl who impulsively marries a man, moves to his sleepy coastal town, and takes an uneasy role at her new mother-in-law’s dance school.
Steven Universe;2014;TV-PG;4 Seasons;['Adventure', 'Cartoons', 'Comedy'];December 11, 2017;8.2/10;"Steven Universe is about the misadventures of a boy named Steven, the ultimate ""little brother"" to a team of magical guardians of humanity – the Crystal Gems. Steven may not be as powerful as the Crystal Gems. Or as savvy. But that doesn't stop him from joining Garnet, Amethyst and Pearl on their magical adventures and somehow finding a way to save the day!"
ESL: Defining Moments;2017;TV-14;1 Season;['Documentaries'];December 8, 2017;;Dive deep into the most impactful moments in esports history. Defining Moments will cover many top games and fan the flames of ongoing debates about these plays. Each episode is centered on a specific theme of the week, whether trick-shots and insane reflexes, controversial strategies and their impact on gaming history, or beloved players and how they came onto the scene. Hosted by Jeff Cannata (DLC, The Totally Rad Show), the series will feature in-depth interviews with analysts, casters, and the players themselves, explaining what made these moments so monumental.
Legion of Brothers;2017;TV-14;79 min;['Documentaries'];December 8, 2017;5.7/10;Immediately after the 9/11 attacks, less than 100 US Troops were sent on a secret mission to overthrow the Taliban. What happens next is equal parts war origin story & cautionary tale, illuminating the impact of 15 years of constant combat.
Malcolm in the Middle;2000;TV-PG;7 Seasons;['Comedy', 'Family', 'Sitcom'];December 8, 2017;8.1/10;The Cleavers they ain't. Mom is a screaming control freak, Dad is a goofy human hairball, oldest son Francis escaped the family at a young age, Reese is just criminal, Dewey is a space cadet and young Jamie is the scapegoat. The middle kid, Malcolm (who delivers the narrative for the capers of this whacked-out clan) is a brainiac who doesn't want to be burdened by his genius.
Revenge;2011;TV-14;4 Seasons;['Drama', 'Horror', 'Mystery'];December 7, 2017;7.7/10;Emily Thorne (Emily Van Camp) is new to the Hamptons. She's met some of her wealthy neighbors, has made a few new friends and seemingly blends into the town. But something is a little odd about a young girl living in a wealthy town all on her own, and the truth is that Emily isn't exactly new to the neighborhood. In fact, this was once her old neighborhood, until something bad happened that ruined her family and their reputation. Now Emily is back, and she's returned to right some of those wrongs in the best way she knows how – with a vengeance.
East Los High;2013;TV-14;5 Seasons;['Drama', 'Latino', 'Teen'];December 1, 2017;6.5/10;East Los High is a breakthrough Hulu Original that centers around romance, dance, and the struggle of a group of Latino teens living in East Los Angeles.
The Mick;2017;TV-14;2 Seasons;['Comedy', 'Sitcom'];December 1, 2017;7.7/10;A two-bit hustler must assume guardianship of her sister's three high-maintenance children.
The Unit;2006;TV-14;4 Seasons;['Action', 'Adventure', 'Drama'];December 1, 2017;;THE UNIT is an action drama that follows a covert team of special forces operatives as they risk their lives on undercover missions around the globe, while their wives maintain the homefront, protecting their husbands' secrets.
Prison Break;2005;TV-14;5 Seasons;['Action', 'Adventure', 'Drama'];November 23, 2017;8.3/10;Convinced that his wayward brother Lincoln Burrows (Dominic Purcell) was wrongly convicted of the sensational murder of the Vice President's brother, which landed him on Fox River State Penitentiary's death row, a desperate Michael Scofield (Wentworth Miller) attempted a daring bank robbery in order to get himself incarcerated in Fox River with Lincoln. Michael, an engineer with access to the prison's structural design, then masterminded an elaborate plan to free Lincoln by pulling off the ultimate Prison Break.
Sonic Boom;2014;TV-Y7;2 Seasons;['Adventure', 'Cartoons', 'Comedy'];November 19, 2017;7.0/10;It’s a Sonic you haven’t seen before – an ensemble comedy that pokes fun at action-adventure storytelling, but still manages to deliver plenty of adrenaline. Think malfunctioning giant tech-monsters, bizarre inventions, evil interns, and ridiculous conversations at high speeds. Our blue dude is the star of the show. But wherever he goes and whatever he’s up against, Sonic is aided by his sidekick, Tails, and his friends Knuckles, Amy, and Sticks and, of course, attacked by his arch nemesis, Dr. Eggman. The series is set in a wide-open world, where most of the characters live in and around an unnamed village. Just over the horizon is a vast landscape filled with beaches, jungles, mountains, undersea civilizations, cloud cities, frozen lakes, and more!
Obey Giant;2017;TV-MA;93 min;['Documentaries'];November 11, 2017;7.2/10;A documentary that profiles the life and work of artist Shepard Fairey, following his roots in punk rock and skateboarding to his creation of the iconic Obama HOPE poster and the controversy that surrounds it.
The Exorcist;2016;TV-14;2 Seasons;['Drama', 'Horror', 'Mystery'];November 11, 2017;7.8/10;A family gets entangled with the Catholic Church when it suspects a demonic presence in its home.
ESL Bootcamp: Immortals;2017;TV-14;1 Season;['Documentaries', 'Reality'];November 10, 2017;;Bootcamp: Immortals is a documentary a top Counter-Strike Global Offensive team. After being at the Dreamhack Montreal Championships, the Immortals is forced to three of its players and must rebuild in time for the next major CSGO tournament, IEM Oakland. It is up to Coach Zakk and remaining players Steel and Boltz to find the right new players and restore their team’s winning legacy.
ESL: Player vs Player;2017;TV-14;1 Season;['Sports'];November 10, 2017;;Highly energetic and competitive debate series focused on the world of eSports. Hosted by Jessica Chobot from Nerdist News and featuring a new group of expert panelists every week.
Akame ga Kill!;2014;TV-MA;1 Season;['Action', 'Adventure', 'Anime'];November 8, 2017;7.9/10;Tatsumi arrives in the Imperial Capital in hopes of earning money for his impoverished village. While stranded in the streets, he attracts the attention of a wealthy family that offers to take him in. Unfortunately, his would-be benefactors are attacked by a group of killers known as Night Raid. Beneath the thin veneer of the Capital lies a teeming hive of corruption. With nowhere else to turn, Tatsumi joins the Night Raid to help put a stop to the wicked ways of the Capital once and for all.
Maid-sama;2010;TV-14;1 Season;['Anime', 'Comedy', 'Drama'];November 8, 2017;7.8/10;Misaki is class president of a formerly all-male school. A beacon of hope to the female students as well as teachers, she rules over the boys with an iron fist and a heart of ice. A popular male student stumbles on to her secret double life- working part-time as an upbeat and cheery waitress at a maid cafe! Misaki is forced to make a deal: spend some time with him, or have her hard earned reputation destroyed by revealing her embarrassing secret.
ESL: Replay;2017;TV-14;1 Season;['Reality'];November 5, 2017;;Fast-paced, condensed, documentary-style recap of the most memorable moments from the biggest multi-day esports tournaments in the world. Each from the ESL family of events, REPLAY Includes exclusive audio from fans, players, and analysis.
Man Seeking Woman;2015;TV-MA;3 Seasons;['Comedy', 'Romance', 'Sitcom'];November 4, 2017;7.6/10;"Wednesdays at 10:30pm on FXX. A sweet and surreal look at the life-and-death stakes of dating, Man Seeking Woman follows naïve twenty-something “Josh Greenberg” (Jay Baruchel, How to Train Your Dragon) on his unrelenting quest for love. Josh soldiers through one-night stands, painful break-ups, a blind date with a troll, time travel, sex aliens, many deaths and a Japanese penis monster named Tanaka on his fantastical journey to find love. Starring alongside Baruchel are Eric Andre (The Eric Andre Show) as “Mike,” Josh’s confident and daring best friend; Britt Lower (Unforgettable) as “Liz,” Josh’s intimidating older sister; and Maya Erskine (Betas) as “Maggie,” the ex-girlfriend Josh can never quite forget. Man Seeking Woman is based on Simon Rich’s book of short stories, The Last Girlfriend on Earth. Rich created the 10-episode scripted comedy and also serves as Executive Producer/Showrunner. Jonathan Krisel, Andrew Singer and Lorne Michaels, and Broadway Video also serve as Executive Producers. Man Seeking Woman is produced by FX Productions."
Rosewood;2015;TV-14;2 Seasons;['Black Stories', 'Crime', 'Drama'];November 3, 2017;6.7/10;Set against the vibrant backdrop of one of the world’s hottest cities – Miami – ROSEWOOD is the story of Dr. Beaumont Rosewood, Jr., (Morris Chestnut, “Nurse Jackie,” “The Best Man”), the city’s top private pathologist. Brilliant, cool with tons of charisma, Rosewood teams up with the tough-as-nails Det. Annalise Villa (Jaina Lee Ortiz, “The After”), to uncover clues no one else sees and help the Miami PD solve the city’s most challenging cases. While she’s impressed by Rosewood’s incredible abilities, his constant optimism is more annoying than it is infectious. But somehow, week-to-week, this unlikely tag team will solve many crimes together.
Son of Zorn;2016;TV-14;1 Season;['Comedy', 'Sitcom'];November 3, 2017;6.6/10;After being away for a decade, an animated warrior struggles with the banality of suburban life.
Doozers en Español;2013;TV-Y;1 Season;['Kids', 'Latino'];October 27, 2017;;Viviendo en los bordes de nuestro mundo, y justo bajo nuestras narices hay Doozers. ¿Exactamente qué son los Doozers? Son verdes, son tiernos, miden 3 pulgadas de estatura, están llenos de energía, ideas y entusiasmo - ¡son INCREÍBLES! A los Doozers les encanta crear, construir e innovar. Los Doozers son activos - ¡ponen sus ideas en acción!
Scandalize My Name;1999;TV-PG;54 min;['Documentaries'];October 27, 2017;;This potent documentary, narrated by Morgan Freeman, examines several prominent African-American performers in the American film and television industries during the 1950s Communist witch-hunting McCarthy era.
The House;2017;TV-14;1 Season;['Horror'];October 20, 2017;;Constructed from the wood of the Tree of Knowledge, The House moves through time and space, manifesting evil. Step inside its walls in this Halloween anthology series celebrating the horror storytelling tradition, from matinee chills to otherworldly terror.
Too Funny to Fail: The Life & Death of The Dana Carvey Show;2017;TV-MA;95 min;['Comedy', 'Documentaries'];October 20, 2017;7.8/10;"Why did ""The Dana Carvey Show,"" with a writer’s room and cast including then unknowns Steve Carell, Stephen Colbert, Robert Smigel, and more, flop so spectacularly? ""Too Funny to Fail"" tells the true story of genius misfits who set out to make comedy history."
Freakish;2016;TV-14;2 Seasons;['Drama', 'Horror', 'Science Fiction'];October 18, 2017;6.3/10;A group of students trapped in a high school must fight for survival when predatory mutant freaks take over after a meltdown at the local chemical plant.
Haunted Screens;2017;TV-PG;1 Season;['Horror'];October 18, 2017;;Enjoy the spooky sights and sounds of Halloween from the comfort and safety of your home.
Futurama;1999;TV-14;10 Seasons;['Adult Animation', 'Comedy', 'Science Fiction'];October 16, 2017;8.4/10;"While delivering pizza on New Year's Eve 1999, Philip J. Fry, is accidentally cryonically frozen and thawed out one thousand years into the future. From the creator of ""The Simpsons,"" ""Futurama"" is a sci-fi animated comedy."
Terrific Trucks;2016;TV-Y;1 Season;['Action', 'Adventure', 'Family'];October 15, 2017;5.7/10;"Terrific Trucks is a live-action series that celebrates the world of real BIG construction trucks! We add just a touch of animation for their eyes to give them personality and depth, but the rest is live-action: Terrific Trucks doing what they do best! Our trucks come in all shapes and sizes: there’s Tork the Dump Truck; Sparky the Front-end Loader; Dug the Digger; Stotz the Semi, and their friend, Blinker the Scooper, who aspires to be a big truck one day."
I Love You, America With Sarah Silverman;2017;TV-MA;1 Season;['Comedy'];October 12, 2017;5.9/10;From inciting treason to telling poop jokes, Sarah Silverman has created her fair share of online chatter. With I Love You, America, she's looking to connect with people who may not agree with her personal opinions through honesty, humor, genuine interest in others, and not taking herself too seriously. While it's great to connect with like-minded people, Silverman feels it's crucial, now more than ever, to connect with un-like-minded people.
Chance;2016;TV-MA;2 Seasons;['Drama', 'Thriller'];October 11, 2017;7.5/10;Based on Kem Nunn’s novel, Chance is described as a provocative psychological thriller that focuses on Eldon Chance (Laurie), a San Francisco-based forensic neuropsychiatrist who reluctantly gets sucked into a violent and dangerous world of mistaken identity, police corruption and mental illness. After an ill-advised decision regarding an alluring patient who may or may not be struggling with a multiple personality disorder, Chance finds himself in the crosshairs of her abusive spouse, who also happens to be a ruthless police detective. In over his head, Chance’s descent into the city’s shadowy underbelly, all while navigating the waters of a contentious divorce and the tribulations of his teenage daughter, soon spirals into an ever deepening exploration of one of mankind’s final frontiers – the shadowy, undiscovered country of the human mind.
Rica, Famosa, Latina;2014;TV-14;5 Seasons;['Latino', 'Reality'];October 5, 2017;6.0/10;"""Rica Famosa Latina"", una serie explosiva con cinco poderosas latinas quienes nos dan una oportunidad de ver sus vidas lujosas pero complicadas."
The Last Man on Earth;2015;TV-14;4 Seasons;['Comedy', 'Sitcom'];October 2, 2017;7.2/10;The year is 2020, and after a deadly virus has swept the planet, only one man is left on earth: Phil Miller (Will Forte). He used to be just an average guy who loved his family and hated his job. Now, in his RV, Phil searches the country for other survivors. He has traveled to every city, every town and every outpost in the United States, Mexico and Canada, and has found no one. As he returns to his hometown of Tucson, Phil comes to the painful realization that he is almost certainly the last living being on the face of the earth. All he wants is for someone – anyone – to find him in Tucson – preferably a woman.
30 Rock;2006;TV-14;7 Seasons;['Comedy', 'Sitcom'];October 1, 2017;8.3/10;The life of the head writer at a late-night television variety show. From the creator and stars of SNL comes this workplace comedy. A brash network executive bullies head writer Liz Lemon into hiring an unstable movie star. A self-obsessed celeb, an arrogant boss, and a sensitive writing staff challenge Lemon to run a successful program – without losing her mind.
Fugget About It;2012;TV-MA;3 Seasons;['Adult Animation', 'Comedy', 'International'];October 1, 2017;7.0/10;When Jimmy Falcone, a former New York mob boss, is asked to whack his good old Uncle Cheech (who routinely spills mob secrets), he goes to his boss Don Gambini to plead his case and try to save his uncle’s life. When nothing comes of it, he politely throws Gambini out the window. Now with all of New York out to get him, Jimmy has no choice but to turn to the Feds and he and his family enter the witness protection program in small-town Canada. The Falcones are now the “MacDougals” and it’s not easy going from glorified gangsters to neighborhood nobodies. It’s a fish out of water story, except these fish are sharks.
Doc Martin;2004;TV-MA;5 Seasons;['Comedy', 'Drama', 'International'];September 29, 2017;8.5/10;The series follows Doc Martin as he turns his back on life as a celebrated London surgeon and moves to a sleepy Cornish village to become the local doctor. Despite his surgical brilliance, Doc Martin lacks any interpersonal skills and his bedside manner soon starts to upset his new patients.
Family Matters;1989;TV-G;9 Seasons;['Black Stories', 'Comedy', 'Family'];September 29, 2017;6.8/10;"What matters most? Family, of course! Over its nine hit seasons, Family Matters brings us a hilarious slice of middle-class Americana – along with one of TV's wackiest characters, nerdy genius Steve Urkel. The extended Winslow family redefines the word ""togetherness"" as their home splits at the seams with chaos, confusion and laughter."
Peep Show;2003;TV-MA;9 Seasons;['Comedy', 'International', 'Sitcom'];September 29, 2017;8.7/10;Peep Show is a brand-new narrative comedy series seen through the eyes of the core characters. And in another inventive twist, each character’s inner thoughts can be heard – whether they be dark, stupid or embarrassingly overblown. At the center of Peep Show are Mark and Jeremy, who have an unhealthy reliance on one another – a dependence that can turn to frustration. Mark – in his cack-handed way – is in pursuit of the love of his life, co-worker Sophie (Olivia Colman), while Jeremy lives in awe of his idiotic and manipulative mate Superhans and their beautiful but brittle neighbor Toni.
Leah Remini: Scientology and the Aftermath;2016;TV-14;1 Season;['Documentaries', 'Reality'];September 28, 2017;8.9/10;"""Leah Remini: Scientology and the Aftermath"" features stories from former members of the Church of Scientology whose lives have been affected by the Church's harmful practices. Along with a team of former high-ranking Scientology insiders who understand the inner workings and policies of the organization, Leah gives the victims a chance to be heard."
The First 48;2004;TV-PG;7 Seasons;['Crime', 'Reality'];September 28, 2017;8.3/10;The first 48 hours after a crime is committed are key in closing the case.
Bones;2005;TV-14;12 Seasons;['Crime', 'Drama', 'Mystery'];September 26, 2017;7.9/10;Inspired by the real-life forensic anthropologist and best-selling novelist Kathy Reichs, BONES is a darkly amusing investigative drama centered on Dr. Temperance Brennan, a forensic anthropologist who writes novels on the side.
The Carmichael Show;2015;TV-PG;3 Seasons;['Black Stories', 'Comedy', 'Family'];September 23, 2017;7.7/10;From the comedy of Jerrod Carmichael and Nick Stoller comes an irreverent sitcom inspired by Jerrod's relationships with his say-anything, contrarian father, his therapist-in-training girlfriend, his ever-hustling brother and his mother who is always, always, always right with Jesus.
